"","X1","indicador","periodo","valor_absoluto"
"8117",8117,"Prehospital Emergency Care",2018-02-11,151
"8118",8118,"Other",2018-02-11,1045
"8119",8119,"Other",2018-02-11,1045
"8120",8120,"Prehospital Emergency Care",2018-02-11,151
"8121",8121,"Prehospital Emergency Care",2018-02-11,151
"8122",8122,"Other",2018-02-10,1141
"8123",8123,"Other",2018-02-10,1141
"8124",8124,"Emergency Care",2018-02-10,1105
"8125",8125,"Emergency Care",2018-02-10,1105
"8126",8126,"Poison Control hot-line",2018-02-10,32
"8127",8127,"Poison Control hot-line",2018-02-10,32
"8128",8128,"Prehospital Emergency Care",2018-02-10,165
"8129",8129,"Prehospital Emergency Care",2018-02-10,165
"8130",8130,"Self-care",2018-02-10,1087
"8131",8131,"Self-care",2018-02-10,1087
"8132",8132,"Other",2018-02-10,1141
"8133",8133,"Other",2018-02-10,1141
"8134",8134,"Primary care",2018-02-10,725
"8135",8135,"Primary care",2018-02-10,725
"8136",8136,"Prehospital Emergency Care",2018-02-10,165
"8137",8137,"Prehospital Emergency Care",2018-02-10,165
"8138",8138,"Self-care",2018-02-09,999
"8139",8139,"Self-care",2018-02-09,999
"8140",8140,"Other",2018-02-09,1144
"8141",8141,"Other",2018-02-09,1144
"8142",8142,"Emergency Care",2018-02-09,935
"8143",8143,"Emergency Care",2018-02-09,935
"8144",8144,"Primary care",2018-02-09,845
"8145",8145,"Primary care",2018-02-09,845
"8146",8146,"Poison Control hot-line",2018-02-09,31
"8147",8147,"Poison Control hot-line",2018-02-09,31
"8148",8148,"Other",2018-02-09,1144
"8149",8149,"Other",2018-02-09,1144
"8150",8150,"Prehospital Emergency Care",2018-02-09,134
"8151",8151,"Prehospital Emergency Care",2018-02-09,134
"8152",8152,"Primary care",2018-02-08,922
"8153",8153,"Primary care",2018-02-08,922
"8154",8154,"Emergency Care",2018-02-08,942
"8155",8155,"Emergency Care",2018-02-08,942
"8156",8156,"Poison Control hot-line",2018-02-08,28
"8157",8157,"Poison Control hot-line",2018-02-08,28
"8158",8158,"Other",2018-02-08,1109
"8159",8159,"Other",2018-02-08,1109
"8160",8160,"Prehospital Emergency Care",2018-02-08,148
"8161",8161,"Prehospital Emergency Care",2018-02-08,148
"8162",8162,"Self-care",2018-02-08,985
"8163",8163,"Self-care",2018-02-08,985
"8164",8164,"Other",2018-02-07,1165
"8165",8165,"Other",2018-02-07,1165
"8166",8166,"Emergency Care",2018-02-07,923
"8167",8167,"Emergency Care",2018-02-07,923
"8168",8168,"Poison Control hot-line",2018-02-07,32
"8169",8169,"Poison Control hot-line",2018-02-07,32
"8170",8170,"Self-care",2018-02-07,1120
"8171",8171,"Self-care",2018-02-07,1120
"8172",8172,"Primary care",2018-02-07,925
"8173",8173,"Primary care",2018-02-07,925
"8174",8174,"Self-care",2018-02-07,1120
"8175",8175,"Self-care",2018-02-07,1120
"8176",8176,"Prehospital Emergency Care",2018-02-07,166
"8177",8177,"Prehospital Emergency Care",2018-02-07,166
"8178",8178,"Other",2018-02-06,1308
"8179",8179,"Other",2018-02-06,1308
"8180",8180,"Primary care",2018-02-06,971
"8181",8181,"Primary care",2018-02-06,971
"8182",8182,"Emergency Care",2018-02-06,959
"8183",8183,"Emergency Care",2018-02-06,959
"8184",8184,"Self-care",2018-02-06,1017
"8185",8185,"Self-care",2018-02-06,1017
"8186",8186,"Self-care",2018-02-06,1017
"8187",8187,"Self-care",2018-02-06,1017
"8188",8188,"Prehospital Emergency Care",2018-02-06,170
"8189",8189,"Prehospital Emergency Care",2018-02-06,170
"8190",8190,"Primary care",2018-02-06,971
"8191",8191,"Primary care",2018-02-06,971
"8192",8192,"Poison Control hot-line",2018-02-06,21
"8193",8193,"Poison Control hot-line",2018-02-06,21
"8194",8194,"Poison Control hot-line",2018-02-05,28
"8195",8195,"Poison Control hot-line",2018-02-05,28
"8196",8196,"Prehospital Emergency Care",2018-02-05,175
"8197",8197,"Prehospital Emergency Care",2018-02-05,175
"8198",8198,"Primary care",2018-02-05,1150
"8199",8199,"Primary care",2018-02-05,1150
"8200",8200,"Emergency Care",2018-02-05,1032
"8201",8201,"Emergency Care",2018-02-05,1032
"8202",8202,"Emergency Care",2018-02-05,1032
"8203",8203,"Emergency Care",2018-02-05,1032
"8204",8204,"Self-care",2018-02-05,1125
"8205",8205,"Self-care",2018-02-05,1125
"8206",8206,"Self-care",2018-02-05,1125
"8207",8207,"Self-care",2018-02-05,1125
"8208",8208,"Primary care",2018-02-05,1150
"8209",8209,"Primary care",2018-02-05,1150
"8210",8210,"Other",2018-02-05,1323
"8211",8211,"Other",2018-02-05,1323
"8212",8212,"Self-care",2018-02-04,1354
"8213",8213,"Self-care",2018-02-04,1354
"8214",8214,"Primary care",2018-02-04,887
"8215",8215,"Primary care",2018-02-04,887
"8216",8216,"Primary care",2018-02-04,887
"8217",8217,"Primary care",2018-02-04,887
"8218",8218,"Prehospital Emergency Care",2018-02-04,152
"8219",8219,"Prehospital Emergency Care",2018-02-04,152
"8220",8220,"Poison Control hot-line",2018-02-04,37
"8221",8221,"Poison Control hot-line",2018-02-04,37
"8222",8222,"Self-care",2018-02-04,1354
"8223",8223,"Self-care",2018-02-04,1354
"8224",8224,"Emergency Care",2018-02-04,1151
"8225",8225,"Emergency Care",2018-02-04,1151
"8226",8226,"Poison Control hot-line",2018-02-04,37
"8227",8227,"Poison Control hot-line",2018-02-04,37
"8228",8228,"Other",2018-02-04,1167
"8229",8229,"Other",2018-02-04,1167
"8230",8230,"Emergency Care",2018-02-04,1151
"8231",8231,"Emergency Care",2018-02-04,1151
"8232",8232,"Self-care",2018-02-03,1270
"8233",8233,"Self-care",2018-02-03,1270
"8234",8234,"Self-care",2018-02-03,1270
"8235",8235,"Self-care",2018-02-03,1270
"8236",8236,"Emergency Care",2018-02-03,1116
"8237",8237,"Emergency Care",2018-02-03,1116
"8238",8238,"Primary care",2018-02-03,783
"8239",8239,"Primary care",2018-02-03,783
"8240",8240,"Poison Control hot-line",2018-02-03,29
"8241",8241,"Poison Control hot-line",2018-02-03,29
"8242",8242,"Emergency Care",2018-02-03,1116
"8243",8243,"Emergency Care",2018-02-03,1116
"8244",8244,"Prehospital Emergency Care",2018-02-03,158
"8245",8245,"Prehospital Emergency Care",2018-02-03,158
"8246",8246,"Primary care",2018-02-03,783
"8247",8247,"Primary care",2018-02-03,783
"8248",8248,"Prehospital Emergency Care",2018-02-03,158
"8249",8249,"Prehospital Emergency Care",2018-02-03,158
"8250",8250,"Other",2018-02-03,1167
"8251",8251,"Other",2018-02-03,1167
"8252",8252,"Poison Control hot-line",2018-02-03,29
"8253",8253,"Poison Control hot-line",2018-02-03,29
"8254",8254,"Primary care",2018-02-02,907
"8255",8255,"Primary care",2018-02-02,907
"8256",8256,"Prehospital Emergency Care",2018-02-02,162
"8257",8257,"Prehospital Emergency Care",2018-02-02,162
"8258",8258,"Other",2018-02-02,1245
"8259",8259,"Other",2018-02-02,1245
"8260",8260,"Emergency Care",2018-02-02,994
"8261",8261,"Emergency Care",2018-02-02,994
"8262",8262,"Emergency Care",2018-02-02,994
"8263",8263,"Emergency Care",2018-02-02,994
"8264",8264,"Self-care",2018-02-02,1130
"8265",8265,"Self-care",2018-02-02,1130
"8266",8266,"Primary care",2018-02-02,907
"8267",8267,"Primary care",2018-02-02,907
"8268",8268,"Other",2018-02-02,1245
"8269",8269,"Other",2018-02-02,1245
"8270",8270,"Self-care",2018-02-02,1130
"8271",8271,"Self-care",2018-02-02,1130
"8272",8272,"Poison Control hot-line",2018-02-02,34
"8273",8273,"Poison Control hot-line",2018-02-02,34
"8274",8274,"Poison Control hot-line",2018-02-02,34
"8275",8275,"Poison Control hot-line",2018-02-02,34
"8276",8276,"Prehospital Emergency Care",2018-02-02,162
"8277",8277,"Prehospital Emergency Care",2018-02-02,162
"8278",8278,"Emergency Care",2018-02-01,947
"8279",8279,"Emergency Care",2018-02-01,947
"8280",8280,"Prehospital Emergency Care",2018-02-01,147
"8281",8281,"Prehospital Emergency Care",2018-02-01,147
"8282",8282,"Emergency Care",2018-02-01,947
"8283",8283,"Emergency Care",2018-02-01,947
"8284",8284,"Poison Control hot-line",2018-02-01,20
"8285",8285,"Poison Control hot-line",2018-02-01,20
"8286",8286,"Poison Control hot-line",2018-02-01,20
"8287",8287,"Poison Control hot-line",2018-02-01,20
"8288",8288,"Other",2018-02-01,1284
"8289",8289,"Other",2018-02-01,1284
"8290",8290,"Self-care",2018-02-01,1079
"8291",8291,"Self-care",2018-02-01,1079
"8292",8292,"Prehospital Emergency Care",2018-02-01,147
"8293",8293,"Prehospital Emergency Care",2018-02-01,147
"8294",8294,"Primary care",2018-02-01,1029
"8295",8295,"Primary care",2018-02-01,1029
"8296",8296,"Primary care",2018-02-01,1029
"8297",8297,"Primary care",2018-02-01,1029
"8298",8298,"Other",2018-02-01,1284
"8299",8299,"Other",2018-02-01,1284
"8300",8300,"Self-care",2018-02-01,1079
"8301",8301,"Self-care",2018-02-01,1079
"8302",8302,"Poison Control hot-line",2018-01-31,21
"8303",8303,"Poison Control hot-line",2018-01-31,21
"8304",8304,"Prehospital Emergency Care",2018-01-31,123
"8305",8305,"Prehospital Emergency Care",2018-01-31,123
"8306",8306,"Self-care",2018-01-31,1151
"8307",8307,"Self-care",2018-01-31,1151
"8308",8308,"Primary care",2018-01-31,1070
"8309",8309,"Primary care",2018-01-31,1070
"8310",8310,"Poison Control hot-line",2018-01-31,21
"8311",8311,"Poison Control hot-line",2018-01-31,21
"8312",8312,"Emergency Care",2018-01-31,957
"8313",8313,"Emergency Care",2018-01-31,957
"8314",8314,"Prehospital Emergency Care",2018-01-31,123
"8315",8315,"Prehospital Emergency Care",2018-01-31,123
"8316",8316,"Other",2018-01-31,1383
"8317",8317,"Other",2018-01-31,1383
"8318",8318,"Other",2018-01-31,1383
"8319",8319,"Other",2018-01-31,1383
"8320",8320,"Emergency Care",2018-01-31,957
"8321",8321,"Emergency Care",2018-01-31,957
"8322",8322,"Self-care",2018-01-31,1151
"8323",8323,"Self-care",2018-01-31,1151
"8324",8324,"Primary care",2018-01-31,1070
"8325",8325,"Primary care",2018-01-31,1070
"8326",8326,"Prehospital Emergency Care",2018-01-30,151
"8327",8327,"Prehospital Emergency Care",2018-01-30,151
"8328",8328,"Other",2018-01-30,1449
"8329",8329,"Other",2018-01-30,1449
"8330",8330,"Emergency Care",2018-01-30,943
"8331",8331,"Emergency Care",2018-01-30,943
"8332",8332,"Primary care",2018-01-30,1030
"8333",8333,"Primary care",2018-01-30,1030
"8334",8334,"Emergency Care",2018-01-30,943
"8335",8335,"Emergency Care",2018-01-30,943
"8336",8336,"Poison Control hot-line",2018-01-30,28
"8337",8337,"Poison Control hot-line",2018-01-30,28
"8338",8338,"Self-care",2018-01-30,1158
"8339",8339,"Self-care",2018-01-30,1158
"8340",8340,"Poison Control hot-line",2018-01-30,28
"8341",8341,"Poison Control hot-line",2018-01-30,28
"8342",8342,"Prehospital Emergency Care",2018-01-30,151
"8343",8343,"Prehospital Emergency Care",2018-01-30,151
"8344",8344,"Self-care",2018-01-30,1158
"8345",8345,"Self-care",2018-01-30,1158
"8346",8346,"Primary care",2018-01-30,1030
"8347",8347,"Primary care",2018-01-30,1030
"8348",8348,"Other",2018-01-30,1449
"8349",8349,"Other",2018-01-30,1449
"8350",8350,"Other",2018-01-29,1457
"8351",8351,"Other",2018-01-29,1457
"8352",8352,"Self-care",2018-01-29,1151
"8353",8353,"Self-care",2018-01-29,1151
"8354",8354,"Emergency Care",2018-01-29,1008
"8355",8355,"Emergency Care",2018-01-29,1008
"8356",8356,"Other",2018-01-29,1457
"8357",8357,"Other",2018-01-29,1457
"8358",8358,"Prehospital Emergency Care",2018-01-29,143
"8359",8359,"Prehospital Emergency Care",2018-01-29,143
"8360",8360,"Primary care",2018-01-29,1272
"8361",8361,"Primary care",2018-01-29,1272
"8362",8362,"Poison Control hot-line",2018-01-29,33
"8363",8363,"Poison Control hot-line",2018-01-29,33
"8364",8364,"Self-care",2018-01-29,1151
"8365",8365,"Self-care",2018-01-29,1151
"8366",8366,"Emergency Care",2018-01-29,1008
"8367",8367,"Emergency Care",2018-01-29,1008
"8368",8368,"Prehospital Emergency Care",2018-01-29,143
"8369",8369,"Prehospital Emergency Care",2018-01-29,143
"8370",8370,"Primary care",2018-01-29,1272
"8371",8371,"Primary care",2018-01-29,1272
"8372",8372,"Poison Control hot-line",2018-01-29,33
"8373",8373,"Poison Control hot-line",2018-01-29,33
"8374",8374,"Prehospital Emergency Care",2018-01-28,144
"8375",8375,"Prehospital Emergency Care",2018-01-28,144
"8376",8376,"Self-care",2018-01-28,1286
"8377",8377,"Self-care",2018-01-28,1286
"8378",8378,"Prehospital Emergency Care",2018-01-28,144
"8379",8379,"Prehospital Emergency Care",2018-01-28,144
"8380",8380,"Self-care",2018-01-28,1286
"8381",8381,"Self-care",2018-01-28,1286
"8382",8382,"Primary care",2018-01-28,1009
"8383",8383,"Primary care",2018-01-28,1009
"8384",8384,"Poison Control hot-line",2018-01-28,33
"8385",8385,"Poison Control hot-line",2018-01-28,33
"8386",8386,"Poison Control hot-line",2018-01-28,33
"8387",8387,"Poison Control hot-line",2018-01-28,33
"8388",8388,"Other",2018-01-28,1415
"8389",8389,"Other",2018-01-28,1415
"8390",8390,"Primary care",2018-01-28,1009
"8391",8391,"Primary care",2018-01-28,1009
"8392",8392,"Emergency Care",2018-01-28,1175
"8393",8393,"Emergency Care",2018-01-28,1175
"8394",8394,"Other",2018-01-28,1415
"8395",8395,"Other",2018-01-28,1415
"8396",8396,"Emergency Care",2018-01-28,1175
"8397",8397,"Emergency Care",2018-01-28,1175
"8398",8398,"Self-care",2018-01-27,1334
"8399",8399,"Self-care",2018-01-27,1334
"8400",8400,"Emergency Care",2018-01-27,1122
"8401",8401,"Emergency Care",2018-01-27,1122
"8402",8402,"Poison Control hot-line",2018-01-27,31
"8403",8403,"Poison Control hot-line",2018-01-27,31
"8404",8404,"Self-care",2018-01-27,1334
"8405",8405,"Self-care",2018-01-27,1334
"8406",8406,"Other",2018-01-27,1294
"8407",8407,"Other",2018-01-27,1294
"8408",8408,"Prehospital Emergency Care",2018-01-27,143
"8409",8409,"Prehospital Emergency Care",2018-01-27,143
"8410",8410,"Prehospital Emergency Care",2018-01-27,143
"8411",8411,"Prehospital Emergency Care",2018-01-27,143
"8412",8412,"Poison Control hot-line",2018-01-27,31
"8413",8413,"Poison Control hot-line",2018-01-27,31
"8414",8414,"Primary care",2018-01-27,825
"8415",8415,"Primary care",2018-01-27,825
"8416",8416,"Primary care",2018-01-27,825
"8417",8417,"Primary care",2018-01-27,825
"8418",8418,"Emergency Care",2018-01-27,1122
"8419",8419,"Emergency Care",2018-01-27,1122
"8420",8420,"Other",2018-01-27,1294
"8421",8421,"Other",2018-01-27,1294
"8422",8422,"Prehospital Emergency Care",2018-01-26,134
"8423",8423,"Prehospital Emergency Care",2018-01-26,134
"8424",8424,"Prehospital Emergency Care",2018-01-26,134
"8425",8425,"Prehospital Emergency Care",2018-01-26,134
"8426",8426,"Primary care",2018-01-26,977
"8427",8427,"Primary care",2018-01-26,977
"8428",8428,"Emergency Care",2018-01-26,917
"8429",8429,"Emergency Care",2018-01-26,917
"8430",8430,"Poison Control hot-line",2018-01-26,24
"8431",8431,"Poison Control hot-line",2018-01-26,24
"8432",8432,"Primary care",2018-01-26,977
"8433",8433,"Primary care",2018-01-26,977
"8434",8434,"Poison Control hot-line",2018-01-26,24
"8435",8435,"Poison Control hot-line",2018-01-26,24
"8436",8436,"Self-care",2018-01-26,1106
"8437",8437,"Self-care",2018-01-26,1106
"8438",8438,"Other",2018-01-26,1366
"8439",8439,"Other",2018-01-26,1366
"8440",8440,"Emergency Care",2018-01-26,917
"8441",8441,"Emergency Care",2018-01-26,917
"8442",8442,"Other",2018-01-26,1366
"8443",8443,"Other",2018-01-26,1366
"8444",8444,"Self-care",2018-01-26,1106
"8445",8445,"Self-care",2018-01-26,1106
"8446",8446,"Emergency Care",2018-01-25,878
"8447",8447,"Emergency Care",2018-01-25,878
"8448",8448,"Poison Control hot-line",2018-01-25,25
"8449",8449,"Poison Control hot-line",2018-01-25,25
"8450",8450,"Prehospital Emergency Care",2018-01-25,141
"8451",8451,"Prehospital Emergency Care",2018-01-25,141
"8452",8452,"Self-care",2018-01-25,1137
"8453",8453,"Self-care",2018-01-25,1137
"8454",8454,"Self-care",2018-01-25,1137
"8455",8455,"Self-care",2018-01-25,1137
"8456",8456,"Primary care",2018-01-25,1026
"8457",8457,"Primary care",2018-01-25,1026
"8458",8458,"Emergency Care",2018-01-25,878
"8459",8459,"Emergency Care",2018-01-25,878
"8460",8460,"Poison Control hot-line",2018-01-25,25
"8461",8461,"Poison Control hot-line",2018-01-25,25
"8462",8462,"Other",2018-01-25,1415
"8463",8463,"Other",2018-01-25,1415
"8464",8464,"Other",2018-01-25,1415
"8465",8465,"Other",2018-01-25,1415
"8466",8466,"Primary care",2018-01-25,1026
"8467",8467,"Primary care",2018-01-25,1026
"8468",8468,"Prehospital Emergency Care",2018-01-25,141
"8469",8469,"Prehospital Emergency Care",2018-01-25,141
"8470",8470,"Prehospital Emergency Care",2018-01-24,121
"8471",8471,"Prehospital Emergency Care",2018-01-24,121
"8472",8472,"Emergency Care",2018-01-24,946
"8473",8473,"Emergency Care",2018-01-24,946
"8474",8474,"Emergency Care",2018-01-24,946
"8475",8475,"Emergency Care",2018-01-24,946
"8476",8476,"Self-care",2018-01-24,1272
"8477",8477,"Self-care",2018-01-24,1272
"8478",8478,"Primary care",2018-01-24,1065
"8479",8479,"Primary care",2018-01-24,1065
"8480",8480,"Poison Control hot-line",2018-01-24,36
"8481",8481,"Poison Control hot-line",2018-01-24,36
"8482",8482,"Primary care",2018-01-24,1065
"8483",8483,"Primary care",2018-01-24,1065
"8484",8484,"Poison Control hot-line",2018-01-24,36
"8485",8485,"Poison Control hot-line",2018-01-24,36
"8486",8486,"Self-care",2018-01-24,1272
"8487",8487,"Self-care",2018-01-24,1272
"8488",8488,"Other",2018-01-24,1451
"8489",8489,"Other",2018-01-24,1451
"8490",8490,"Prehospital Emergency Care",2018-01-24,121
"8491",8491,"Prehospital Emergency Care",2018-01-24,121
"8492",8492,"Other",2018-01-24,1451
"8493",8493,"Other",2018-01-24,1451
"8494",8494,"Self-care",2018-01-23,1342
"8495",8495,"Self-care",2018-01-23,1342
"8496",8496,"Emergency Care",2018-01-23,982
"8497",8497,"Emergency Care",2018-01-23,982
"8498",8498,"Prehospital Emergency Care",2018-01-23,144
"8499",8499,"Prehospital Emergency Care",2018-01-23,144
"8500",8500,"Self-care",2018-01-23,1342
"8501",8501,"Self-care",2018-01-23,1342
"8502",8502,"Primary care",2018-01-23,1073
"8503",8503,"Primary care",2018-01-23,1073
"8504",8504,"Emergency Care",2018-01-23,982
"8505",8505,"Emergency Care",2018-01-23,982
"8506",8506,"Poison Control hot-line",2018-01-23,29
"8507",8507,"Poison Control hot-line",2018-01-23,29
"8508",8508,"Prehospital Emergency Care",2018-01-23,144
"8509",8509,"Prehospital Emergency Care",2018-01-23,144
"8510",8510,"Primary care",2018-01-23,1073
"8511",8511,"Primary care",2018-01-23,1073
"8512",8512,"Poison Control hot-line",2018-01-23,29
"8513",8513,"Poison Control hot-line",2018-01-23,29
"8514",8514,"Other",2018-01-23,1453
"8515",8515,"Other",2018-01-23,1453
"8516",8516,"Other",2018-01-23,1453
"8517",8517,"Other",2018-01-23,1453
"8518",8518,"Self-care",2018-01-22,1332
"8519",8519,"Self-care",2018-01-22,1332
"8520",8520,"Primary care",2018-01-22,1284
"8521",8521,"Primary care",2018-01-22,1284
"8522",8522,"Other",2018-01-22,1646
"8523",8523,"Other",2018-01-22,1646
"8524",8524,"Prehospital Emergency Care",2018-01-22,152
"8525",8525,"Prehospital Emergency Care",2018-01-22,152
"8526",8526,"Primary care",2018-01-22,1284
"8527",8527,"Primary care",2018-01-22,1284
"8528",8528,"Emergency Care",2018-01-22,975
"8529",8529,"Emergency Care",2018-01-22,975
"8530",8530,"Poison Control hot-line",2018-01-22,29
"8531",8531,"Poison Control hot-line",2018-01-22,29
"8532",8532,"Self-care",2018-01-22,1332
"8533",8533,"Self-care",2018-01-22,1332
"8534",8534,"Prehospital Emergency Care",2018-01-22,152
"8535",8535,"Prehospital Emergency Care",2018-01-22,152
"8536",8536,"Emergency Care",2018-01-22,975
"8537",8537,"Emergency Care",2018-01-22,975
"8538",8538,"Poison Control hot-line",2018-01-22,29
"8539",8539,"Poison Control hot-line",2018-01-22,29
"8540",8540,"Other",2018-01-22,1646
"8541",8541,"Other",2018-01-22,1646
"8542",8542,"Emergency Care",2018-01-21,1177
"8543",8543,"Emergency Care",2018-01-21,1177
"8544",8544,"Poison Control hot-line",2018-01-21,30
"8545",8545,"Poison Control hot-line",2018-01-21,30
"8546",8546,"Primary care",2018-01-21,1015
"8547",8547,"Primary care",2018-01-21,1015
"8548",8548,"Poison Control hot-line",2018-01-21,30
"8549",8549,"Poison Control hot-line",2018-01-21,30
"8550",8550,"Prehospital Emergency Care",2018-01-21,152
"8551",8551,"Prehospital Emergency Care",2018-01-21,152
"8552",8552,"Other",2018-01-21,1280
"8553",8553,"Other",2018-01-21,1280
"8554",8554,"Primary care",2018-01-21,1015
"8555",8555,"Primary care",2018-01-21,1015
"8556",8556,"Prehospital Emergency Care",2018-01-21,152
"8557",8557,"Prehospital Emergency Care",2018-01-21,152
"8558",8558,"Other",2018-01-21,1280
"8559",8559,"Other",2018-01-21,1280
"8560",8560,"Emergency Care",2018-01-21,1177
"8561",8561,"Emergency Care",2018-01-21,1177
"8562",8562,"Self-care",2018-01-21,1402
"8563",8563,"Self-care",2018-01-21,1402
"8564",8564,"Self-care",2018-01-21,1402
"8565",8565,"Self-care",2018-01-21,1402
"8566",8566,"Prehospital Emergency Care",2018-01-20,150
"8567",8567,"Prehospital Emergency Care",2018-01-20,150
"8568",8568,"Primary care",2018-01-20,901
"8569",8569,"Primary care",2018-01-20,901
"8570",8570,"Emergency Care",2018-01-20,1202
"8571",8571,"Emergency Care",2018-01-20,1202
"8572",8572,"Primary care",2018-01-20,901
"8573",8573,"Primary care",2018-01-20,901
"8574",8574,"Other",2018-01-20,1328
"8575",8575,"Other",2018-01-20,1328
"8576",8576,"Self-care",2018-01-20,1415
"8577",8577,"Self-care",2018-01-20,1415
"8578",8578,"Poison Control hot-line",2018-01-20,34
"8579",8579,"Poison Control hot-line",2018-01-20,34
"8580",8580,"Poison Control hot-line",2018-01-20,34
"8581",8581,"Poison Control hot-line",2018-01-20,34
"8582",8582,"Prehospital Emergency Care",2018-01-20,150
"8583",8583,"Prehospital Emergency Care",2018-01-20,150
"8584",8584,"Emergency Care",2018-01-20,1202
"8585",8585,"Emergency Care",2018-01-20,1202
"8586",8586,"Other",2018-01-20,1328
"8587",8587,"Other",2018-01-20,1328
"8588",8588,"Self-care",2018-01-20,1415
"8589",8589,"Self-care",2018-01-20,1415
"8590",8590,"Prehospital Emergency Care",2018-01-19,169
"8591",8591,"Prehospital Emergency Care",2018-01-19,169
"8592",8592,"Emergency Care",2018-01-19,981
"8593",8593,"Emergency Care",2018-01-19,981
"8594",8594,"Poison Control hot-line",2018-01-19,20
"8595",8595,"Poison Control hot-line",2018-01-19,20
"8596",8596,"Primary care",2018-01-19,1001
"8597",8597,"Primary care",2018-01-19,1001
"8598",8598,"Primary care",2018-01-19,1001
"8599",8599,"Primary care",2018-01-19,1001
"8600",8600,"Emergency Care",2018-01-19,981
"8601",8601,"Emergency Care",2018-01-19,981
"8602",8602,"Poison Control hot-line",2018-01-19,20
"8603",8603,"Poison Control hot-line",2018-01-19,20
"8604",8604,"Other",2018-01-19,1423
"8605",8605,"Other",2018-01-19,1423
"8606",8606,"Self-care",2018-01-19,1200
"8607",8607,"Self-care",2018-01-19,1200
"8608",8608,"Prehospital Emergency Care",2018-01-19,169
"8609",8609,"Prehospital Emergency Care",2018-01-19,169
"8610",8610,"Other",2018-01-19,1423
"8611",8611,"Other",2018-01-19,1423
"8612",8612,"Self-care",2018-01-19,1200
"8613",8613,"Self-care",2018-01-19,1200
"8614",8614,"Emergency Care",2018-01-18,903
"8615",8615,"Emergency Care",2018-01-18,903
"8616",8616,"Other",2018-01-18,1485
"8617",8617,"Other",2018-01-18,1485
"8618",8618,"Self-care",2018-01-18,1277
"8619",8619,"Self-care",2018-01-18,1277
"8620",8620,"Primary care",2018-01-18,1111
"8621",8621,"Primary care",2018-01-18,1111
"8622",8622,"Poison Control hot-line",2018-01-18,25
"8623",8623,"Poison Control hot-line",2018-01-18,25
"8624",8624,"Poison Control hot-line",2018-01-18,25
"8625",8625,"Poison Control hot-line",2018-01-18,25
"8626",8626,"Other",2018-01-18,1485
"8627",8627,"Other",2018-01-18,1485
"8628",8628,"Self-care",2018-01-18,1277
"8629",8629,"Self-care",2018-01-18,1277
"8630",8630,"Emergency Care",2018-01-18,903
"8631",8631,"Emergency Care",2018-01-18,903
"8632",8632,"Prehospital Emergency Care",2018-01-18,132
"8633",8633,"Prehospital Emergency Care",2018-01-18,132
"8634",8634,"Prehospital Emergency Care",2018-01-18,132
"8635",8635,"Prehospital Emergency Care",2018-01-18,132
"8636",8636,"Primary care",2018-01-18,1111
"8637",8637,"Primary care",2018-01-18,1111
"8638",8638,"Emergency Care",2018-01-17,934
"8639",8639,"Emergency Care",2018-01-17,934
"8640",8640,"Poison Control hot-line",2018-01-17,31
"8641",8641,"Poison Control hot-line",2018-01-17,31
"8642",8642,"Prehospital Emergency Care",2018-01-17,169
"8643",8643,"Prehospital Emergency Care",2018-01-17,169
"8644",8644,"Emergency Care",2018-01-17,934
"8645",8645,"Emergency Care",2018-01-17,934
"8646",8646,"Self-care",2018-01-17,1182
"8647",8647,"Self-care",2018-01-17,1182
"8648",8648,"Poison Control hot-line",2018-01-17,31
"8649",8649,"Poison Control hot-line",2018-01-17,31
"8650",8650,"Other",2018-01-17,1547
"8651",8651,"Other",2018-01-17,1547
"8652",8652,"Self-care",2018-01-17,1182
"8653",8653,"Self-care",2018-01-17,1182
"8654",8654,"Primary care",2018-01-17,1024
"8655",8655,"Primary care",2018-01-17,1024
"8656",8656,"Prehospital Emergency Care",2018-01-17,169
"8657",8657,"Prehospital Emergency Care",2018-01-17,169
"8658",8658,"Primary care",2018-01-17,1024
"8659",8659,"Primary care",2018-01-17,1024
"8660",8660,"Other",2018-01-17,1547
"8661",8661,"Other",2018-01-17,1547
"8662",8662,"Primary care",2018-01-16,1037
"8663",8663,"Primary care",2018-01-16,1037
"8664",8664,"Emergency Care",2018-01-16,979
"8665",8665,"Emergency Care",2018-01-16,979
"8666",8666,"Prehospital Emergency Care",2018-01-16,140
"8667",8667,"Prehospital Emergency Care",2018-01-16,140
"8668",8668,"Prehospital Emergency Care",2018-01-16,140
"8669",8669,"Prehospital Emergency Care",2018-01-16,140
"8670",8670,"Self-care",2018-01-16,1282
"8671",8671,"Self-care",2018-01-16,1282
"8672",8672,"Poison Control hot-line",2018-01-16,18
"8673",8673,"Poison Control hot-line",2018-01-16,18
"8674",8674,"Other",2018-01-16,1414
"8675",8675,"Other",2018-01-16,1414
"8676",8676,"Primary care",2018-01-16,1037
"8677",8677,"Primary care",2018-01-16,1037
"8678",8678,"Emergency Care",2018-01-16,979
"8679",8679,"Emergency Care",2018-01-16,979
"8680",8680,"Poison Control hot-line",2018-01-16,18
"8681",8681,"Poison Control hot-line",2018-01-16,18
"8682",8682,"Other",2018-01-16,1414
"8683",8683,"Other",2018-01-16,1414
"8684",8684,"Self-care",2018-01-16,1282
"8685",8685,"Self-care",2018-01-16,1282
"8686",8686,"Prehospital Emergency Care",2018-01-15,189
